Run,A* Time (s),Dijkstra Time (s),A* Path Length,Dijkstra Path Length
864,0.0,0.0010061264038085938,17,17
865,0.0,0.0,17,17
866,0.0,0.0,23,23
867,0.00099945068359375,0.0,30,30
868,0.0,0.0,9,9
869,0.0010006427764892578,0.0,19,19
870,0.0,0.0009996891021728516,19,19
871,0.0,0.0,11,11
872,0.0,0.0,17,17
873,0.0,0.00099945068359375,21,21
874,0.0,0.0,23,23
875,0.0,0.0,15,15
876,0.0009920597076416016,0.0,0,0
877,0.0,0.0012350082397460938,17,17
878,0.0,0.0,18,18
879,0.0,0.0,4,4
880,0.0,0.0,7,7
881,0.0,0.0010099411010742188,13,13
882,0.0,0.0,23,23
883,0.0009996891021728516,0.0,29,29
884,0.0,0.0,19,19
885,0.00099945068359375,0.0,20,20
886,0.0,0.00099945068359375,21,21
887,0.0,0.0009946823120117188,30,30
888,0.0,0.0,2,2
889,0.0,0.0,14,14
890,0.0,0.0,7,7
891,0.00101470947265625,0.0,23,23
892,0.0,0.0,9,9
893,0.0,0.0,10,10
894,0.0,0.0009913444519042969,14,14
895,0.0,0.0,21,21
896,0.0,0.0,11,11
897,0.0,0.0009992122650146484,7,7
898,0.0,0.0,17,17
899,0.0,0.0,16,16
900,0.0,0.0,13,13
901,0.0001163482666015625,9.822845458984375e-05,16,16
902,0.0,0.0,19,19
903,0.0,0.0010099411010742188,12,12
904,0.0,0.0,26,26
905,0.0,0.0009984970092773438,8,8
906,0.0,0.0,15,15
907,0.0,0.0,5,5
908,0.0,0.000995635986328125,17,17
909,0.0,0.0,18,18
910,0.0,0.001009225845336914,14,14
911,0.0,0.0,19,19
912,0.0,0.0009987354278564453,13,13
913,0.0,0.0,20,20
914,0.0,0.0,12,12
915,0.0,0.0,11,11
916,0.0,0.0,12,12
917,0.0,0.0,16,16
918,0.0,0.0,20,20
919,0.0,0.0010051727294921875,25,25
920,0.0,0.0,6,6
921,0.0,0.0,24,24
922,0.0009953975677490234,0.0,20,20
923,0.0,0.0,11,11
924,0.0,0.0,9,9
925,0.000995635986328125,0.000133514404296875,12,12
926,0.0,0.0,21,21
927,0.0,0.0,8,8
928,0.0,0.001010894775390625,11,11
929,0.0,0.0,14,14
930,0.0,0.0009982585906982422,22,22
931,0.0,0.0,10,10
932,0.0,0.0,8,8
933,0.0,0.0,21,21
934,0.0009996891021728516,0.0,13,13
935,0.0,0.0,12,12
936,0.0,0.0009999275207519531,23,23
937,0.0,0.0,2,2
938,0.0,0.0,18,18
939,0.0,0.0010004043579101562,14,14
940,0.0,0.0,25,25
941,0.0009925365447998047,0.0,25,25
942,0.0,0.0,11,11
943,0.0,0.0010023117065429688,17,17
944,0.0,0.0,9,9
945,0.0,0.0,14,14
946,0.0010044574737548828,0.0,13,13
947,0.0,0.0,10,10
948,0.0,0.0,6,6
949,0.0,0.0009932518005371094,15,15
950,0.0,0.0,12,12
951,0.0,0.0,24,24
952,9.608268737792969e-05,0.0001323223114013672,18,18
953,0.0,0.0,16,16
954,0.0,0.0010116100311279297,14,14
955,0.0,0.0,22,22
956,0.0,0.0,15,15
957,0.0,0.0,15,15
958,0.0,0.0,23,23
959,0.0,0.0,7,7
960,0.0,0.0,13,13
961,0.0,0.0,9,9
962,0.0,0.0,12,12
963,0.0,0.0,4,4
964,0.0010175704956054688,0.0,23,23
965,0.0,0.0,2,2
966,0.0,0.000990152359008789,18,18
967,0.0,0.0,19,19
968,0.0010004043579101562,0.0,19,19
969,0.0,0.0,25,25
970,0.0,0.0010030269622802734,17,17
971,0.0,0.0,13,13
972,0.0,0.0009913444519042969,24,24
973,0.0,0.0,6,6
974,0.0,0.0,18,18
975,0.0,0.0,7,7
976,0.0,0.0,6,6
977,0.0,0.0,21,21
978,0.0,0.0,17,17
979,0.0,0.0001666545867919922,18,18
980,0.0,0.0,14,14
981,0.0,0.001018524169921875,19,19
982,0.0,0.0,23,23
983,0.0,0.0,12,12
984,0.000990152359008789,0.0,17,17
985,0.0,0.0010001659393310547,16,16
986,0.0,0.0,27,27
987,0.0,0.0,4,4
988,0.0,0.0,14,14
989,0.0,0.0009970664978027344,25,25
990,0.0,0.0010004043579101562,35,35
991,0.0,0.0,17,17
992,0.0,0.0,12,12
993,0.0,0.0009946823120117188,11,11
994,0.0,0.0,12,12
995,0.0,0.0,8,8
996,0.0,0.0010101795196533203,11,11
997,0.0,0.0,22,22
998,0.0,0.0009944438934326172,20,20
999,0.0,0.0,8,8
1000,0.0,0.0,15,15
